Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
VALTOVAL-500 3 S BOX,163,116.43,2,10-07-2023,GKC1179A,4,9.31,12,223.55,250.37,29-Jan-22
BRISTA INTENSE CREAM 20GM,980,664.41,1,01-10-2022,SGY0032,4,26.58,18,637.83,752.63,29-Jan-22
TRIGLUCORED FORTE TAB 10 S,102,72.86,4,10-08-2024,SIC2507A,4,11.66,12,279.78,313.36,29-Jan-22
PIOGLIT-7.5mg TAB 10 SBW,66,47.14,1,10-03-2023,GKC0542A,4,1.89,12,45.25,50.69,29-Jan-22
TRIVOLIB FORTE 2MG TAB 10 S,157,112.14,1,10-09-2024,FHY0753,4,4.49,12,107.65,120.57,29-Jan-22
PIOZ-7.5 TAB 10 SB,77.31,55.22,1,10-07-2023,IF21H265,4,2.21,12,53.01,59.37,29-Jan-22
GP-0.5 TAB,55,39.29,2,10-01-2023,TF21H247,4,3.14,12,75.44,84.5,29-Jan-22
ADALENE NANO GEL 15GM,313,223.57,1,11-02-2022,I103129,4,8.94,12,214.63,240.39,29-Jan-22
VINGLYN M 500 TAB,114.65,81.89,1,10-07-2023,AXX1091,4,3.28,12,78.61,88.05,29-Jan-22
VINGLYN TAB,81.65,58.32,1,10-08-2023,AXX1103,4,2.33,12,55.99,62.71,29-Jan-22
BTN ULTRA TAB,627,447.86,1,10-02-2023,BU109,4,17.91,12,429.95,481.55,29-Jan-22
TENGLYN M 500MG,191.6,136.86,1,01-10-2023,I105336,4,5.47,12,131.39,147.15,29-Jan-22
CIDMUS 50MG TAB,1096.5,783.22,1,10-04-2024,TJE84,5,39.16,12,744.06,833.34,29-Jan-22
DAZIT-5 TAB,147,105,1,10-04-2023,GTC0893A,5,5.25,12,99.75,111.73,29-Jan-22
DIAMICRON XR 60 TAB 14 S,215.6,154,1,01-10-2024,VS172113,5,7.7,12,146.3,163.86,29-Jan-22
ECOSPRIN-AV 75 CAP 15 S,55.16,41.37,10,10-01-2023,TF21H241,5,20.69,12,393.01,440.17,29-Jan-22
ECOSPRIN-GOLD 20 TAB 15 S,146.39,109.8,1,10-02-2023,APK21098,5,5.49,12,104.31,116.83,29-Jan-22
GP-1 TAB 10 S,40.1,28.64,2,10-08-2023,48016023,5,2.86,12,54.42,60.96,29-Jan-22
LASILACTONE 50MG 10 S,53.59,38.28,4,10-09-2024,INA0076,5,7.66,12,145.46,162.92,29-Jan-22
NIKORAN-5MG TAB 20 S,332.15,237.25,2,10-03-2023,2964H022,5,23.73,12,450.77,504.87,29-Jan-22
REPACE-AF TAB 10 SF,138,98.57,1,10-05-2023,SIC1633A,5,4.93,12,93.64,104.88,29-Jan-22
STATOR 10 TAB 15 SBW,86.02,61.44,5,10-08-2023,STA21010,5,15.36,12,291.84,326.86,29-Jan-22
VIGAMOX EYE DROP 5ML,325,232.16,1,10-03-2023,10LP8,5,11.61,12,220.55,247.01,29-Jan-22
GLYXAMBI 25/5MG TAB,820,615,1,10-03-2024,T03638,5,30.75,12,584.25,654.37,29-Jan-22
JUNIOR LANZOL-15MG 15 S,147.87,105.62,1,10-07-2023,BA12570,5,5.28,12,100.34,112.38,29-Jan-22
LOXOF 500 TAB 10 SB,90.48,64.63,6,01-10-2023,SXC2068A,13,50.41,12,337.37,377.85,29-Jan-22
PANKREOFLAT TAB 15 S,223.89,159.92,1,11-02-2033,HBFA1066,5,8,12,151.92,170.16,29-Jan-22
ROSUVAS-10 TAB 15 SA,266,190,1,10-01-2024,SIC2112A,5,9.5,12,180.5,202.16,29-Jan-22
TELMA - H TAB 30 S,484,345.71,1,10-07-2024,18210732,5,17.29,12,328.42,367.84,29-Jan-22
VALTOVAL-500 3 S BOX,163,116.43,4,10-02-2023,GKC0289A,5,23.29,12,442.43,495.53,29-Jan-22
NOVIBEX-L SYP 200ML,118,82.6,3,11-01-2022,WOLS-1168,2,4.96,12,242.84,271.98,29-Jan-22
PANZEL-DSR,95,68.35,3,10-06-2024,521-147,2,4.1,12,200.95,225.07,29-Jan-22
ADP-2.5 TAB,23.38,16.7,1,10-08-2023,MRT105,2,0.33,12,16.37,18.33,29-Jan-22
VITEL-40 H TAB,142,101.43,1,10-03-2023,ST21-0953,2,2.03,12,99.4,111.32,29-Jan-22
GLIMESTAR-PM 2 TAB 10 S,115,82.14,2,10-06-2023,D21AU029,2,3.29,12,160.99,180.31,29-Jan-22
COMPLAN NUTRIGLOW CH 400GM,595,443.73,1,10-08-2022,G48389C,0,0,18,443.73,523.61,29-Jan-22
MAXMOIST ULTRA EYE DROP 10ML,365,260.71,1,10-09-2023,CPKAF06,3,7.82,12,252.89,283.23,29-Jan-22
PENIDURE LA 12 INJ.,20.45,15.74,5,01-10-2023,2107098J,3,2.36,12,76.34,85.5,29-Jan-22
SEACOD CAP 100 S,352.98,252.13,1,10-09-2023,1221069,3,7.56,12,244.57,273.91,29-Jan-22
REKOOL 20MG TABS 15 S,162.4,116,1,10-07-2023,2108001178,3,3.48,12,112.52,126.02,29-Jan-22
ARVAST-F10 TAB,240,171.43,1,10-06-2023,K2101385,3,5.14,12,166.29,186.25,29-Jan-22
ACCURATE ADVANCE KIT 1PC,60,2,0,10-09-2024,AA1VB102,2,0,12,0,0,29-Jan-22
AMLOPRES-5 TAB,87.69,62.64,1,10-09-2024,SN11944,2,1.25,12,61.39,68.75,29-Jan-22
DEPRANEX-5 TAB,50.96,36.4,1,11-02-2022,N2100234,2,0.73,12,35.67,39.95,29-Jan-22
LACTOGEN (1) 450GM,360,279.89,4,,0,0,0,18,1119.56,1321.08,29-Jan-22
CERELAC S-5(5grains frt. 24),288,223.92,2,,0,0,0,18,447.84,528.46,29-Jan-22
CERELAC S-4(M/GR.DAL VEG),279,216.92,2,,0,0,0,18,433.84,511.94,29-Jan-22
NAN PRO (1) 450GM,670,520.91,1,,0,0,0,18,520.91,614.67,29-Jan-22
LACTOGEN (3) 500GM,340,264.34,3,,0,0,0,18,793.02,935.76,29-Jan-22
CERELAC S-5(5grains frt. 24),288,223.92,2,,0,0,0,18,447.84,528.46,29-Jan-22
CERELAC S-1 (WH/ APP) 300GM,205,159.38,1,,0,0,0,18,159.38,188.06,29-Jan-22
CERELAC S-4(M/GR.DAL VEG),279,216.92,2,,0,0,0,18,433.84,511.94,29-Jan-22
CERELAC S-1 (WH/ APP) 300GM,205,159.38,1,,0,0,0,18,159.38,188.06,29-Jan-22
ROSUVAS-10 TAB 15 SA,266,190,1,10-02-2024,SIC2536A,2,3.8,12,186.2,208.54,30-Jan-22
BIO-D3 DS TAB 10 SBOX,233.2,166.57,1,10-06-2023,S21D035,2,3.33,12,163.24,182.82,30-Jan-22
SOMPRAZ D 40 TAB,217,155,2,10-08-2023,SIC24474,2,6.2,12,303.8,340.26,30-Jan-22
TELMIKIND-AMH TAB 10 S,85,60.71,1,10-09-2023,C9IAU019,2,1.21,12,59.5,66.64,30-Jan-22
CLAVILIP 10 TAB,217.5,155.36,1,11-01-2022,21S2GCA531,2,3.11,12,152.25,170.53,30-Jan-22
LUTIVIT NF CAP 10 S BOX,205,146.43,2,11-01-2022,LUTS068,2,5.86,12,287,321.44,30-Jan-22
DIAPRIDE M1 FORTE TAB,124.5,88.93,1,10-08-2024,DIES0035,2,1.78,12,87.15,97.61,30-Jan-22
GLUCOBAY 50mg TAB 10 S,146,104.29,2,10-09-2023,PB21121,2,4.17,12,204.41,228.93,30-Jan-22
FORMOSONE 250 R/C,396.85,283.46,1,10-03-2023,S101525,2,5.67,12,277.79,311.13,30-Jan-22
AMLODAC 5 TAB 30 S,87.69,62.64,3,10-06-2023,1103286,2,3.76,12,184.16,206.26,30-Jan-22
VINGLYN M 500 TAB,114.65,81.89,1,10-08-2023,AXX1077,2,1.64,12,80.25,89.89,30-Jan-22
HEPATOGLOBIN RB LIQ 300ML,220,157.14,1,10-07-2023,B01C21190,2,3.14,12,154,172.48,30-Jan-22
SURFAZ LOTION 15ML,66.9,47.79,1,10-07-2023,E21006,2,0.96,12,46.83,52.45,30-Jan-22
ROZUCOR-F 10mg TAB 10 SF,192,137.14,2,10-06-2023,48921165,2,5.49,12,268.79,301.05,30-Jan-22
ROZUCOR ASP 20 TAB 10 S,127.15,90.82,1,10-09-2023,OEW9H022,2,1.82,12,89,99.68,30-Jan-22
GEPRIDE M3 FORTE TAB 10 S,135,96.43,1,10-03-2023,2105502,2,1.93,12,94.5,105.84,31-Jan-22
DAPANOVA-10 TAB,180,128.57,1,10-09-2023,MT2118345,2,2.57,12,126,141.12,31-Jan-22
LIPIKIND-CB 10 CAP,88,62.86,1,10-02-2023,C0HQU010,3,1.89,12,60.97,68.29,31-Jan-22
PICOPRIME SYP 100ML,99,69.3,1,10-07-2023,121H026A,2,1.39,12,67.91,76.05,31-Jan-22
GENCOBA-P TAB 10 S,165,117.86,1,10-06-2023,GOP2101,2,2.36,12,115.5,129.36,31-Jan-22
MOKTEL TAB,192,130.17,1,10-07-2023,ZMT01821,2,2.6,18,127.57,150.53,31-Jan-22
VALPARIN CHRONO 500 10 S,108.86,77.76,3,10-01-2024,ING015,2,4.67,12,228.61,256.05,31-Jan-22
GLYCOMET-GP-1 FORTE 10 SB,78.83,56.3,1,10-03-2023,28022529,2,1.13,12,55.17,61.79,31-Jan-22
VILDAPHAGE M TAB,139.5,99.64,1,10-08-2023,EV21028,4,3.99,12,95.65,107.13,31-Jan-22
MERO-O ER 300 TAB,629.5,449.64,1,10-01-2023,MER210805,4,17.99,12,431.65,483.45,31-Jan-22
DAPABITE 10 TAB,149,106.43,1,10-05-2024,BRB06146B,4,4.26,12,102.17,114.43,31-Jan-22
ADVASTAT-10 TAB 10 S,126,90,3,10-09-2023,TF21140,4,10.8,12,259.2,290.3,31-Jan-22
ALOJA M TAB 1PH,525.5,375.36,1,10-02-2023,ANU01CC6,4,15.01,12,360.35,403.59,31-Jan-22
REMO MV 500 TAB,165,117.8,1,10-04-2023,18211024,4,4.71,12,113.09,126.67,31-Jan-22
IMMUNE ALL TAB,145,98.31,1,10-02-2023,839SPL2103F,4,3.93,18,94.38,111.36,31-Jan-22
AZINIX-500 TAB,113.25,80.89,3,10-04-2024,UTGAXB116,4,9.71,12,232.96,260.92,31-Jan-22
TRIMEGAVOG 2MG TAB,160,114.29,1,10-09-2023,ART211015,4,4.57,12,109.72,122.88,31-Jan-22
NEURICA NT TAB,170,121.43,2,10-07-2023,NEBS0007,4,9.71,12,233.15,261.13,31-Jan-22
ECORAB-D CAP,39.8,28.43,3,10-08-2023,PVGAV10,4,3.41,12,81.88,91.7,31-Jan-22
CORTEL LN TAB,129.55,92.54,1,10-07-2023,1G0457,4,3.7,12,88.84,99.5,31-Jan-22
CORTEL TRIO TAB 15 S,108.65,77.61,1,10-09-2023,1G0675,4,3.1,12,74.51,83.45,31-Jan-22
CILAPAM FN TAB,212.6,151.86,1,10-06-2023,MT213128,4,6.07,12,145.79,163.29,31-Jan-22
MIRTEX 7.5 TAB,115.96,82.83,2,10-08-2023,AL210904190,4,6.63,12,159.03,178.11,31-Jan-22
LOFTYCAL TAB,75,53.57,3,10-09-2022,MGT20-105,4,6.43,12,154.28,172.8,31-Jan-22
CCM 30 TAB 30 S,450.55,321.82,1,11-01-2022,A141,4,12.87,12,308.95,346.03,31-Jan-22
VOVERAN-SR 100 TAB 15 S,178.97,127.84,1,10-04-2024,522MBBD1,4,5.11,12,122.73,137.45,31-Jan-22
ZENTOP TAB 15 S ##,106,75.71,1,11-01-2022,TZT011005,4,3.03,12,72.68,81.4,31-Jan-22
NUROKIND GOLD CAP 10 SBB,97.9,69.93,3,10-01-2023,B1ABU092,4,8.39,12,201.4,225.56,31-Jan-22
SORBIDIOL-150 TAB 10 SBW,151,115.05,1,11-02-2023,M21006,4,4.6,5,110.45,115.97,31-Jan-22
VOVERAN-50 MG TAB 15 S,99.5,71.07,1,10-06-2023,719MBBF1,4,2.84,12,68.23,76.41,31-Jan-22
ARISTOZYME GOLD TAB,85,57.62,2,10-03-2023,TEZ21025,4,4.61,18,110.63,130.55,31-Jan-22
BIFILAC CAP 10 SF,119,85.02,2,10-06-2023,SLSIE1,4,6.8,12,163.24,182.82,31-Jan-22
CHYMORAL-AP TAB 10 SN,132.85,94.89,1,10-04-2023,21S2GTB617,4,3.8,12,91.09,102.03,31-Jan-22
CHYMORAL-AP TAB 10 SN,132.85,94.89,1,10-04-2023,21S2GTB623,4,3.8,12,91.09,102.03,31-Jan-22
DEPLATT-75mg TAB 15 S BOX,86.95,62.11,1,10-03-2023,2Y32H089,4,2.48,12,59.63,66.79,31-Jan-22
DIOVOL FORTE SYR(MINT)SF450ML,200,142.86,1,10-08-2024,DLB072B,4,5.71,12,137.15,153.61,31-Jan-22
DV 60K CAP,265.1,189.36,1,10-03-2023,21510201,4,7.57,12,181.79,203.61,31-Jan-22
FEBUTAZ-40 TAB,178.5,127.5,1,10-03-2024,SIC2764A,4,5.1,12,122.4,137.08,31-Jan-22
LIPIROSE-10 TAB,92.92,66.37,1,10-06-2023,14ABU012,4,2.65,12,63.72,71.36,31-Jan-22
MUCOLITE DROPS 15ML,33.88,24.2,2,11-01-2023,AH10158,4,1.94,12,46.46,52.04,31-Jan-22
NANOFAST GEL 30GM,135,96.43,1,10-08-2023,MV21072,4,3.86,12,92.57,103.67,31-Jan-22
SAAZ DS TAB 10 S,145.1,103.65,2,01-10-2024,JMU011005AS,4,8.29,12,199.01,222.89,31-Jan-22
SATROGYL-O-TAB 10 SBY,160,114.29,1,10-06-2024,21442102,4,4.57,12,109.72,122.88,31-Jan-22
SUCRAL O SYR. 200 ML,243,173.57,1,10-05-2024,SO-1951221,4,6.94,12,166.63,186.63,31-Jan-22
TELSARTAN 40 TAB,103.05,73.61,1,10-06-2023,E2102410,4,2.94,12,70.67,79.15,31-Jan-22
ZERODOL-CR TAB 10 SA,83.3,59.5,1,10-07-2023,BTK1010058H,4,2.38,12,57.12,63.98,31-Jan-22
TELMA 40 TAB 30 S,222.1,158.64,1,10-04-2024,18210515,4,6.35,12,152.29,170.57,31-Jan-22
KIDODENT PASTE 75GM,115,82.14,1,01-10-2023,KAF5KC4,4,3.29,12,78.85,88.31,31-Jan-22
ROLITEN 2MG TABS 10 S,163,116.43,1,10-08-2022,BSX1304,4,4.66,12,111.77,125.19,31-Jan-22
NEXPRO RD 40 CAP 10 SF,154.45,110.32,2,10-07-2023,RF1321060,4,8.83,12,211.81,237.23,31-Jan-22
VELOZ 20 TAB 15 s,155.4,111,2,10-07-2023,2KB3H003,4,8.88,12,213.12,238.7,31-Jan-22
SEBIFIN PLUS CREAM 15GM,235,167.86,1,10-04-2023,SXC0901A,2,3.36,12,164.5,184.24,31-Jan-22
DANCLEAR SHAMPOO 90ML,328.9,234.93,1,10-03-2023,AFX1148,2,4.7,12,230.23,257.85,31-Jan-22
NAPROSYN-SR 10 S,69.2,49.43,1,10-07-2024,19N21005,2,0.99,12,48.44,54.26,31-Jan-22
PARACETONE TAB 10 S,45,32.85,2,11-02-2022,SLP-20357,2,1.31,12,64.39,72.11,31-Jan-22
ZUKANORM M 1000 TAB,69.9,49.93,2,10-06-2023,04FZU007,2,2,12,97.86,109.6,31-Jan-22
SYNERTAB 10 S,295,200,1,11-01-2023,SNTS21022,2,4,18,196,231.28,31-Jan-22
SNOVIT-LZ SYP 200ML,125,89.29,1,10-01-2023,SLLT210821,2,1.79,12,87.5,98,31-Jan-22
VITABEND T TAB,121,86.43,1,10-05-2023,UGT21520,2,1.73,12,84.7,94.86,31-Jan-22
DEWSOFT CREAM 50GM,278,188.47,1,10-08-2023,CH113,2,3.77,18,184.7,217.94,31-Jan-22
NEXITO 10 TAB 10 SBY,90.94,64.96,5,10-06-2024,SIC2537A,3,9.74,12,315.06,352.86,31-Jan-22
CLOPILET TAB 15 SF,116.86,83.47,2,10-05-2023,GTC1172A,5,8.35,12,158.59,177.63,31-Jan-22
DIAMICRON XR 60 TAB 14 S,215.6,154,2,01-10-2024,VS172113,5,15.4,12,292.6,327.72,31-Jan-22
OLEANZ PLUS TAB 10 SBY,113,80.71,1,01-10-2023,SIC2923A,5,4.04,12,76.67,85.87,31-Jan-22
REFRESH LIQUIGEL 10ML,198.8,153.02,1,10-08-2023,95834,5,7.65,12,145.37,162.81,31-Jan-22
SAAZ DS TAB 10 S,145.1,103.65,2,01-10-2024,JMU011005AS,5,10.37,12,196.93,220.57,31-Jan-22
TRAJENTA 5 TAB 10 SA,515,386.25,3,10-09-2023,AB2814A,5,57.94,12,1100.81,1232.91,31-Jan-22
UDILIV 300 TAB,631.09,480.85,1,11-02-2023,320939D7,5,24.04,5,456.81,479.65,31-Jan-22
VERTIN 16 TAB 15 S,295.77,211.26,1,01-10-2024,RBIB21012,5,10.56,12,200.7,224.78,31-Jan-22
XIGDUO XR 10/1000MG TAB,418.6,299,2,10-04-2024,HHY003,5,29.9,12,568.1,636.28,31-Jan-22
GEMER-2 TAB***,195,139.29,1,10-07-2023,SIC2212A,5,6.96,12,132.33,148.21,31-Jan-22
MET XL 50MG TAB,129.65,92.61,1,10-09-2024,GT07611,5,4.63,12,87.98,98.54,31-Jan-22
METOSARTAN-50 TAB 10 SF,196,140,1,10-09-2023,SIC2710A,5,7,12,133,148.96,31-Jan-22
REPACE-AF TAB 10 SF,138,98.57,3,10-05-2023,SIC1633A,5,14.79,12,280.92,314.64,31-Jan-22
TAMDURA CAP 10 SF,287,205,3,10-06-2023,GKC1710A,5,30.75,12,584.25,654.37,31-Jan-22
TRIVOLIB-1MG TAB 10 SB,149,106.43,1,10-07-2024,FHY0565,5,5.32,12,101.11,113.25,31-Jan-22
TOFE TAB 10 S,390,278.57,1,10-06-2023,DRB070660,4,11.14,12,267.43,299.53,31-Jan-22
MAXVOID-4 TAB 10 S,212,151.43,1,10-05-2023,MFT21003SS,4,6.06,12,145.37,162.81,31-Jan-22
LOSIUM-25 TAB 30 S,67.5,48.21,1,10-09-2023,JKDM21004,4,1.93,12,46.28,51.84,31-Jan-22
BIOZORA 0.85GM,33.88,24.2,5,11-02-2022,38SBZ019,4,4.84,12,116.16,130.1,31-Jan-22
XILIA-MP 2 TAB 10 S,164.6,117.57,1,10-08-2023,EPDA2002,4,4.7,12,112.87,126.41,31-Jan-22
PEPTARD 20MG TAB 15 S##,176.25,125.89,4.5,10-07-2023,21540692,4,22.66,12,543.85,609.11,31-Jan-22
NEXOVAS 20 TAB,235.5,168.22,2,10-07-2023,TNC21004A,4,13.46,12,322.98,361.74,31-Jan-22
DROTIN DS SYP 100ML,268.03,191.45,1,10-09-2023,CDSR62,4,7.66,12,183.79,205.85,31-Jan-22
VIDAGLO M 50/500 TAB,75.75,54.1,1,10-07-2023,DVM125,4,2.16,12,51.94,58.18,31-Jan-22
DAPANOVA-10 TAB,180,128.57,1,10-09-2023,MT214345,4,5.14,12,123.43,138.25,31-Jan-22
IDROFOS 150 TAB 3 S,795,567.86,1,10-06-2023,GKC10276,4,22.71,12,545.15,610.57,31-Jan-22
ANGIZEM CD 90mg CAP 10 SB,107.83,77.02,2,10-03-2023,GTC1263A,4,6.16,12,147.88,165.62,31-Jan-22
VELOZ-IT CAP 10 S,244.9,174.93,1,01-10-2022,V1210506,4,7,12,167.93,188.09,31-Jan-22
CIBOZ -200 TAB,167.9,119.93,1,10-08-2022,U901942,4,4.8,12,115.13,128.95,31-Jan-22
PAN-40MG TAB 15 S,149,106.43,2,10-04-2024,21443481,2,4.26,12,208.6,233.64,31-Jan-22
ALTONIL PLUS 5 TAB,141.57,101.12,1,10-08-2023,2118506,2,2.02,12,99.1,111,31-Jan-22
D3 KIND CAP,160,114.29,1,10-08-2022,HISKU001,3,3.43,12,110.86,124.16,31-Jan-22
OSTEOFIT HD TAB,327.4,233.86,1,11-01-2023,PH1866013,3,7.02,12,226.84,254.06,31-Jan-22
VITXAN TAB,159,107.8,2,10-03-2023,211004,3,6.47,18,209.13,246.77,31-Jan-22
REXIPRA LITE TAB,162,115.71,1,10-08-2023,K2101792,3,3.47,12,112.24,125.7,31-Jan-22
OVERZYME SYP,145,98.31,1,10-04-2023,DOCTU112,3,2.95,18,95.36,112.52,31-Jan-22
ZEET EXPT. 100ML,111.35,79.54,1,11-01-2023,2108001849,3,2.39,12,77.15,86.41,31-Jan-22
MIRTAZ 15MG TAB 10 SBY,120,85.71,1,10-08-2024,SIC2478A,3,2.57,12,83.14,93.12,31-Jan-22
SERZEST-25 MG TAB 10 SBY,51.23,36.59,1,11-01-2023,P-8163,3,1.1,12,35.49,39.75,31-Jan-22
SERZEST 100 TAB 10 SB,112.7,80.5,1,11-02-2024,P-8607,3,2.42,12,78.08,87.44,31-Jan-22
ZN 20 SYP 100ML,126.5,90.36,1,10-04-2023,ZGR0228,3,2.71,12,87.65,98.17,31-Jan-22
DEXONA SOLUTAB 10 S,6.38,4.56,5,10-08-2024,S101347,3,0.68,12,22.12,24.78,31-Jan-22
CITAPURE FORTE TAB 10 SBN,137.6,98.29,1,10-08-2024,P-8564,3,2.95,12,95.34,106.78,31-Jan-22
TELMA AM TAB,470,335.71,1,10-07-2024,18210730,0,0,12,335.71,375.99,31-Jan-22
ROSUMAC ASP 75 TAB 10 S,75.4,53.86,1,10-01-2023,21S2GCA783,0,0,12,53.86,60.32,31-Jan-22
PAUSE 500mg TAB 10 SA,182.78,139.26,1,01-10-2025,ELF4AB1004,0,0,5,139.26,146.22,31-Jan-22
NUPENTA DSR CAP,181.5,129.65,1,10-04-2024,KMC21008,0,0,12,129.65,145.21,31-Jan-22
METROGYL-ER TAB 10 S,62.19,44.42,1,10-09-2023,G6E21036,0,0,12,44.42,49.76,31-Jan-22
NOWORM SUSP. 10ML,17.87,12.76,2,10-08-2023,21490439,0,0,12,25.52,28.58,31-Jan-22
ROLES-20MG TAB 15 SF,139,99.29,1,10-04-2023,GIC0811C,0,0,12,99.29,111.21,31-Jan-22
LIMCEE TAB 15 S,23.05,16.46,5,11-02-2022,SAJA1907,0,0,12,82.3,92.18,31-Jan-22
DUPHALAC SYRUP 250ML,287.65,219.16,1,10-07-2023,321115D7,0,0,5,219.16,230.12,31-Jan-22
TELISTA 80 TAB 15 SF,168.79,120.56,1,11-02-2023,U101702,0,0,12,120.56,135.02,31-Jan-22
CHERICOF-LS SYP 100ML,98,70,1,10-09-2023,ZPY0071,0,0,12,70,78.4,31-Jan-22
MUCINAC-600 TAB 10 SF,266.8,190.57,3,10-08-2023,SB11038,0,0,12,571.71,640.31,31-Jan-22
LEVOLIN FREE INHALER 200MD,212.28,151.63,1,10-02-2023,SN12200,0,0,12,151.63,169.83,31-Jan-22
MONTAIR-4 TAB,183,130.71,1,01-10-2024,SN12094,0,0,12,130.71,146.39,31-Jan-22
LITRATE-K27 CAP 15 S,225,161,2,10-08-2023,CPD21911,2,6.44,12,315.56,353.42,31-Jan-22
GB-CITA 5 TAB,48,34.29,1,10-07-2023,CT-210700A,3,1.03,12,33.26,37.26,01-Feb-22
ISTAVEL 50 TAB 7 S,289,206.43,1,10-04-2023,IVA21002,3,6.19,12,200.24,224.26,01-Feb-22
ESOZ-40MG TAB 15 SA,167.5,119.64,2,10-06-2023,EZ2PC121,4,9.57,12,229.71,257.27,01-Feb-22
TELMA CT 40/6.25 TAB,239,170.71,2,10-06-2024,18210544,4,13.66,12,327.76,367.1,01-Feb-22
FEBUBEST-40 TAB 10 SBM,122,87.14,1,10-08-2023,FC011C20,4,3.49,12,83.65,93.69,01-Feb-22
CLOPITAB-A 75MG 15 SB,91.25,65.18,2,10-02-2023,J1039566,4,5.21,12,125.15,140.17,01-Feb-22
EVION-600MG CAP 10 SBOX,47,33.57,2,11-01-2023,1264C84901,4,2.69,12,64.45,72.19,01-Feb-22
LANOXIN TAB 10 S,13.28,9.48,5,11-02-2022,E0124,2,0.95,12,46.45,52.03,01-Feb-22
MAXVOID 8 TAB,460,328.57,2,10-09-2023,MET21009SS,2,13.14,12,644,721.28,01-Feb-22
NERVMAX -SR 75MG 10 SBB,190,135.71,1,10-03-2023,21443210,2,2.71,12,133,148.96,01-Feb-22
SPORIDEX CV 375+125 TAB,219,156.43,1,10-09-2023,DFC3650A,2,3.13,12,153.3,171.7,01-Feb-22
ZINCOVIT CL SYP 200ML,140,94.91,1,11-01-2022,ZCL21024,2,1.9,18,93.01,109.75,01-Feb-22
MUCINAC-600 TAB 10 SF,266.8,190.57,3,10-08-2023,SB11130,2,11.43,12,560.28,627.52,01-Feb-22
PANTODAC DSR CAP 15 S,251.4,179.57,5,10-08-2023,1104593,2,17.96,12,879.89,985.47,01-Feb-22
RIOMET TRIO 2 10 SB,150,107.14,3,10-06-2023,SXC1384A,2,6.43,12,314.99,352.79,01-Feb-22
RIOMET-DUO 2 TAB 15 S,195,139.29,6,01-10-2024,SXC2044A,2,16.71,12,819.03,917.31,01-Feb-22
MIRTAZ- 7.5 MG TAB 10 SBY,90,64.29,2,11-01-2023,SIC0839A,2,2.57,12,126.01,141.13,01-Feb-22
OLMEZEST-40 TAB 10 SF,195,139.29,2,10-02-2024,SIC2581A,2,5.57,12,273.01,305.77,01-Feb-22
TGLIP-M 1000 TAB,336,240,1,10-06-2023,N2102186,2,4.8,12,235.2,263.42,01-Feb-22
CLOBA-5 TAB,79.88,57.06,1,10-08-2024,N2102551,2,1.14,12,55.92,62.64,01-Feb-22
TRAVATAN SOLUTION 2.5ML,800,571.43,1,10-07-2023,21H05AF,2,11.43,12,560,627.2,01-Feb-22
PBREN 75 TAB,135,96.43,1,10-05-2023,C0562103,2,1.93,12,94.5,105.84,01-Feb-22
DULOREN-20 TAB,84,60,1,10-07-2023,T2042107,2,1.2,12,58.8,65.86,01-Feb-22
GANATONE-OD CAP 10 SB,417.06,297.9,1,10-09-2023,IAG0038,2,5.96,12,291.94,326.98,01-Feb-22
DIOVOL SYP MINT(S) 170ML,125,89.29,5,10-09-2024,DLB078B,2,8.93,12,437.52,490.02,01-Feb-22
ATORVA 20 TAB,223.7,159.79,2,10-09-2023,1104734,2,6.39,12,313.19,350.77,01-Feb-22
SARIDON TAB 10 S,38.53,27.52,21,01-10-2024,MH2651,2,11.56,12,566.36,634.32,01-Feb-22
GLYCIPHAGE SR 500 10 S,21.3,15.21,10,01-10-2023,TP21045,2,3.04,12,149.06,166.94,01-Feb-22
CHYMORAL-BR TAB 10 SBM,247.8,177,2,10-05-2023,21SSGTA783,2,7.08,12,346.92,388.56,01-Feb-22
I-TYZA 200 CAP 7 S,202.4,144.57,1,10-02-2023,WNG0027,4,5.78,12,138.79,155.45,01-Feb-22
STATOR CV 10 TAB,150.56,107.54,1,10-05-2023,WNG0069,4,4.3,12,103.24,115.62,01-Feb-22
ROSYCAP-F TAB,157,112.14,3,11-01-2022,PABF037,4,13.46,12,322.96,361.72,01-Feb-22
CETANIL T TAB 15 S,199,142.14,1,11-01-2023,2108001793,4,5.69,12,136.45,152.83,01-Feb-22
CLAVAM 1GM TAB,337,240.71,1,10-02-2023,21442903,4,9.63,12,231.08,258.8,01-Feb-22
GLUVILDA M PLUS 500 TAB,115.25,82.32,1,10-05-2023,GLD21022MH,4,3.29,12,79.03,88.51,01-Feb-22
A TO Z GOLD TAB 15 S,165,122.03,2,10-03-2023,21167NAZIA,4,9.76,18,234.3,276.48,01-Feb-22
TELI- H TAB 10 SF,121,86.43,1,11-01-2023,JKGF21016,4,3.46,12,82.97,92.93,01-Feb-22
FORACORT 0.5 RESPULES 2ML,66.22,47.3,12,10-05-2023,SA13286,4,22.7,12,544.9,610.28,01-Feb-22
FLOXIN 10 TAB,27.88,19.91,1,10-04-2023,OM-7092,4,0.8,12,19.11,21.41,01-Feb-22
PARNIL-2 TAB 10 S,13.55,9.68,1,10-09-2024,OM-7928,4,0.39,12,9.29,10.41,01-Feb-22
